,comments,notes,hotel_name
990," C'est la première fois que je rencontre quelqu'un de professionnel dans un établissement hôtelier, Mlle Chaymae la nouvelle directrice était très aimable et aux p'tits soins durant tout mon séjour, sans oublier l'ensemble du personnel qui était très sympa.
La propriétaire a bien fait de recruter une telle personne !",10.0,Hotel Aymen
991, Chambre spacieuse et lit très confortable,6.0,Hotel Aymen
992," Le personnel souriant, serviable et disponible à chaque instant. La grande chambre et le grand lit très confortable. La climatisation. Le snack et son chef cuisinier. Le carrefour market à proximité.",8.0,Hotel Aymen
993, L accueil du personnel,7.0,Hotel Aymen
994," la disponibilité du personnel, le calme et central par rapport à la ville. Un restaurant simple mais de qualité , le personnel de cuisine vraiment à notre écoute.",7.9,Hotel Aymen
995, Accès. Très bien situé,6.7,Hotel Aymen
996, Chambre spacieuse,5.0,Hotel Aymen
997,"N'a pas aimé
 · Le prix indiqué sur le site n'est pas le même demandé à la caisse, on a du payé 15% plus !!!!!",2.0,Hotel Aymen
998, Service au point,9.0,Hotel Aymen
999," Personnel aimable, propreté.",9.0,Hotel Aymen
1000," Belle chambre vue sur le Souk et la mosquée.
Restaurant pour le dîner du soir avec un très bon Tagine.
Personnel très sympathique.
Pas très loin (20mn) de l'aéroport d'Agadir.",10.0,Hotel Al Mamoun
1001," La propreté est au rendez-vous
Le personnel est trop gentil
Le petit déjeuner est variés
Chambre propre et spacieuse
Les équipements sont presque tous neuf
Des lits confortable et de grand format
Je reviendrai donc",10.0,Hotel Al Mamoun
1002, Propre et pas cher,8.0,Hotel Al Mamoun
1003," Chambre propre, équipement nouveau, personnel de la réception est à l'écoute",8.0,Hotel Al Mamoun
1004," Personnel serviable
Position geographique",8.0,Hotel Al Mamoun
1005," L accueil .la chambre très confortable
Décorée avec goût . Mais surtout la gentillesse du réceptionniste et son collègue
 et l efficacité du serveur au pt déjeuner .",9.0,Hotel Al Mamoun
1006, JE N'AI PAS EU LE TEMPS DE PRENDRE LE PETIT DEJEUNER DEPART AVION TROP TOT SINON PERSONNEL AGREABLE ET PROPRETÉ,8.0,Hotel Al Mamoun
1007," La propreté, la proximité de l aeroport, le service.",8.0,Hotel Al Mamoun
1008, Très bien et surtout servi de bonne heures. 7 heures 30,8.0,Hotel Al Mamoun
1009, Tout,10.0,Hotel Al Mamoun
1010, Accueil génial! un très bon quartier général pour visiter le Maroc en moto.,10.0,Castillo Dalilah
1011, Rien a dire .,8.0,Castillo Dalilah
1012," L'emplacement,
Le prix",9.0,Castillo Dalilah
1013," El hajja et son accueil chaleureux, ainsi que sa disponibilité 👍",10.0,Castillo Dalilah
1014," Accueil très chaleureux, maman de la propriétaire d'une grande gentillesse
Taille des logements parfait pour 4
Présence d'un lit bébé ! 
Calme de la résidence et du quartier
Proximité avec l'océan et la corniche",8.0,Castillo Dalilah
1015, Super agréable et complet,9.0,Castillo Dalilah
1016," Le jeune de l’accueil est super sympa , le logement est très grand et propre tout était parfait tres bon rapport qualité prix",10.0,Castillo Dalilah
1017," Accueil, proprete, maison spacieuse et confortable, endroit calme",9.0,Castillo Dalilah
1018, Nous avons séjourné dans cet appart hotel pour une nuit. Nous avons été accueillis par Hamza à la réception ou l’accueil fut très agréable il a su répondre à toutes nos questions et avec le sourire. Le logement était parfait spacieux très bien équipé et surtout et cela fait énormément plaisir d’une propreté irréprochable d’ailleurs nous avons réserver une nouvelle nuit sur notre retour de Dakhla. Bravo à toute l’équipe de cet hôtel et à sa propriétaire Maalouma. Bravo,10.0,Castillo Dalilah
1019, Très bon accueil par la propriétaire. Appartements propres et bien équipés.,8.0,Castillo Dalilah
1020, Nous avons passé un séjour exceptionnel à la Roche Noire. L'endroit est splendide. Rachid est très accueillant et amical. C'est un plaisir de séjourner chez lui. Notre séjour était encore mieux que ce que nous avions imaginé. Le repas était excellent. Une très bonne surprise : le pain cuit dans le four le matin pour le petit déjeuner. Merci mille fois. Nous espérons avoir l'occasion de revenir et pourquoi pas faire un trek avec Rachid...,10.0,Maison d'Hôte La Roche Noire
1021, Le calme et le personnel 😉,10.0,Maison d'Hôte La Roche Noire
1022," Tout l'emplacement l'accueil incroyable
Nous étions déjà venus et nous reviendrons
Merci pour ce séjour",10.0,Maison d'Hôte La Roche Noire
1023, Accueil chaleureux et convivial. Merci 😊,10.0,Maison d'Hôte La Roche Noire
1024, Nous avons été très bien accueillis par Rachid et sa famille et avons pu profité de ses très bons conseils sur la suite de notre voyage (excursion avec Mohammed à erg Chigaga) L’endroit est magnifique et très reposant . Repas excellents. très bon rapport qualité prix. nous reviendrons,10.0,Maison d'Hôte La Roche Noire
1025," L'accueil ! 
Situé dans un Oasis la maison d'hôte est bien placée.
La nourriture y été également excellente et la chambre calme et agréable.
 J'y reviendrai pour descendre dans le désert en excursion.",9.0,Maison d'Hôte La Roche Noire
1026," Excellent séjour à l'Auberge de la Roche Noire, Rachid et sa famille sont très accueillants et des plus sympathiques. Une jolie auberge dans laquelle on se sent bien, et où l'on a envie de revenir. Et que dire de l'Oasis qui est un petit coin de Paradis sur Terre.. Merci !",10.0,Maison d'Hôte La Roche Noire
1027," le lieu, la gentillesse de nos hôtes, les repas excellents",10.0,Maison d'Hôte La Roche Noire
1028," Rachid et son équipe nous ont accueilli excellemment. Le cadre de l'oasis est exceptionnel et le village à taille très humaine. La route est maintenant goudronnée sur 95% du trajet.
Le repas du soir est copieux et d'un tarif très correct. Le petit déjeuner est classique excepté le pain qui est cuit le matin dans le four commun à 10m de la maison. Les chambres sont sommaires mais propres. Très bonne adresse dans un écrin de nature... Mais pour combien de temps ?",10.0,Maison d'Hôte La Roche Noire
1029," Séjour exceptionnel et authentique chez Rachid et sa famille en plein cœur de l’oasis de Fint avec des paysages à couper le souffle. Tous les repas étaient délicieux, les enfants ont pu faire une ballade à dos d’ânes et ont adoré ! Allez y sans hésitation !",10.0,Maison d'Hôte La Roche Noire
1030," J'ai adoré l'accueil très chaleureux du personnel de l'établissement qui a été aux petits soins pour moi durant mon séjour. 
L'endroit est très calme, très reposant et offre une vue magnifique sur Ourika.",10.0,Chez Mamouchthka
1031, la propreté et le service,10.0,Chez Mamouchthka
1032," un très très beau établissement, propriété, l’accueil tout est parfait",10.0,Chez Mamouchthka
1033," parfait, bien situé, bien aménagé et un personnel très gentil",9.0,Chez Mamouchthka
1034," Tout était sympa calme propreté de la chambre petit-déjeuner déjeuner copieux sans oublier la gentillesse de Mr Said et surtout Ba Omar 
Qui c'est occupé de la cheminée et des bûches durant mon séjour",9.0,Chez Mamouchthka
1035," espaces spacieux et bien entretenus 
le calme la sécurité les deux Picines",9.0,Chez Mamouchthka
1036, Nous avons été chaleureusement accueillit et nous avons vraiment apprécié la gentillesse du personnel surtout Mr Mohamed l'efficace Fatima et si Omar merci beaucoup à vous tous. c 'est parfait ! continuez comme ça .,9.0,Chez Mamouchthka
1037," Endroit très cosy.avec une vue magnifique sur l'Ourika
Les.piscines sont tres sympa",9.0,Chez Mamouchthka
1038," Nous avons passé un excellent séjour Chez Mamouchthka. Le personnel est aux petits soins, les chambres sont très belles et bien équipées, et les jardins sont magnifiques. C’est un endroit beau et paisible, parfait pour se reposer et profiter de l’Ourika. Encore merci !",9.0,Chez Mamouchthka
1039, Oui,10.0,Chez Mamouchthka
1040," Nous sommes arrivés après 5heures de route à Dar Jnane, complètement fatigués. Nous avons été accueilli avec un thé à la menthe délicieux et par un staff aimable, agréable et souriant.
Je vous conseille de prendre le menu complet pour le repas du soir. Délicieux. Le meilleur repas de tout notre séjour. Même surprise au petit déjeuner. 
Notre seul regret fut de ne passer qu'une nuit dans ce lieu magnifique.",10.0,Dar Jnane - La Maison Du Jardin
1041," - l’emplacement au cœur d’une magnifique palmeraie 
- Le jardin 
- la salle commune très cosy, le petit-déjeuner excellent et le dîner trop bon, familial, comme à la maison.",9.0,Dar Jnane - La Maison Du Jardin
1042, Accueil très chaleureux et très convivial. Merci beaucoup pour le dîner et le gâteau d'anniversaire. C'était parfait. Grande chambre très confortable pour 4 et dans un environnement magnifique. Nous recommandons vivement.,10.0,Dar Jnane - La Maison Du Jardin
1043," Dès l'arrivée on a adoré le lieu au coeur de l'oasis, palmiers, fleurs, jardins, espace, notre bungalow ai milieu du jardin avec notre petite terrasse, la chambre en construction traditionnelle, très grande, propre et confortable. 
Le dîner était délicieux et l'accueil très sympa. Une parenthèse de voyage idéal. Nous y retournerons sans hésitation.",10.0,Dar Jnane - La Maison Du Jardin
1044, Tout,9.0,Dar Jnane - La Maison Du Jardin
1045, Magnifique emplacement. Belle grande chambre hyper confortable. Excellents repas. Hôtes charmants.,10.0,Dar Jnane - La Maison Du Jardin
1046," Magnifique maison au milieu de la palmeraie.
Nous avons très bien mangé le soir et très bon petit dejeuner. Chambre très chaleureuse.
Et magnifique balade à pied dans la palmeraie au coucher du soleil.",9.0,Dar Jnane - La Maison Du Jardin
1047," La beauté et la sérénité des lieux, la cuisine, une belle étape au retour du désert.",10.0,Dar Jnane - La Maison Du Jardin
1048," endroit très agréable dans la palmeraie
propriétaires er personnel attentionnés et sympathiques",10.0,Dar Jnane - La Maison Du Jardin
1049," La gentillesse de l’accueil… la maison très belle, bien décorée…le jardin… l’emplacement dans la palmeraie",8.0,Dar Jnane - La Maison Du Jardin
1050," L'accueil
La Propreté
Le Sourire 
La gentillesse 
Le service",10.0,Riad Azrou
1051," Très bon et très abondant , le petit déjeuner 
Excellent plat du soir
L´Accueil , la gentillesse et le professionnalisme de Fatima",10.0,Riad Azrou
1052, Accueil toujours souriant et attentionné de Fatima. Petit riad authentique et joliment décoré. Propreté impeccable. Bon petit déjeuner. Nous reviendrons toujours avec autant de plaisir,9.0,Riad Azrou
1053," authentique, propre et accueil très sympathique. excellent repas !",10.0,Riad Azrou
1054, Superbe acceuil. Petit déjeuner copieux.,8.0,Riad Azrou
1055," L'accueil très sympathique de Fatima. 
La chambre au rdc chauffée par le four à pain voisin,plus qu'agréable en saison froide..",8.0,Riad Azrou
1056," Ce Ryad est très agréable, la literie confortable, la chambre spacieuse et très propre. 
Le dîner pris sur place fut excellent, l’accueil parfait ! 
Le petit déjeuner impeccable sur la jolie terrasse. 
Il est également agréable d’être dans la médina mais au calme ! 
L’hôtel est très facile à trouver.",9.0,Riad Azrou
1057," C'est juste excellent, Fatima la gérante et très accueillante serviable, j'ai trop apprécié le confort et l'espace de chambre. Le petit déjeuner est vraiment copieux.
Merci Fatima pour votre accueil et votre générosité.
Au plaisir de repasser.",10.0,Riad Azrou
1058, Fatima nous a accueilli chaleureusement et nous avons passé un très beau séjour à l'hôtel. Merci !,8.0,Riad Azrou
1059," Tout était super! La chambre est très propre, et le lit confortable. Fatima est très chaleureuse et nous a super bien accueilli :) son petit déjeuner est l’un des meilleur de notre séjour au Maroc!!!",10.0,Riad Azrou
1060," L’accueil, la responsabilité, le professionnalisme, le sens d’engagement, la surprise préparée 🥰🥰",10.0,Kasba TanTan
1061," Petit déjeuner correct 
Vue sur mer splendide",7.0,Kasba TanTan
1062," Excellente location et personnel adorable 
Je recommande 
Merci",9.0,Kasba TanTan
1063," Chambre très propre, balcon avec une belle vue sur mer",8.0,Kasba TanTan
1064," L'hôtel est correct, le personnel sympathique. La vue de plage à partir du balcon en fin d'après midi est exceptionnelle.
Ils préparent de très bons repas pas chers, que vous pouvez prendre soit au restaurant, soit à la chambre, au balcon en regardant la magnifique plage de Louatia.",8.0,Kasba TanTan
1065, chambre face à la mer,8.0,Kasba TanTan
1066, Personnel très sympa et très sérieux sont très à l’écoute des clients je recommande,8.0,Kasba TanTan
1067, Très bon accueil du personnel,8.0,Kasba TanTan
1068, Le cadre v,8.0,Kasba TanTan
1069, La mer,6.2,Kasba TanTan
1070," Bien situé, très très propre,les Personnelles très gentilles",10.0,Hotel Etoile Du Nord
1071," personnel tres aimable, lit confortable, chambre propre",9.0,Hotel Etoile Du Nord
1072," Personnel surper serviable, je remercie les receptionistes Hamid et Soufiane pour leur service. Petit déjeuner correct, chambre confortable, hotel propre. c'est un petit hotel donc on se sent comme chez soi.",9.0,Hotel Etoile Du Nord
1073," Le personnel très sympa , à l'écoute et serviable",8.0,Hotel Etoile Du Nord
1074, L' emplacement de l'hôtel.,9.0,Hotel Etoile Du Nord
